


⚛️  央视,#genre#
CCTV-11 戏曲,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV-12 社会与法,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV-13 新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV-13 新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13 新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13 新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV-14 少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14 少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14 少儿,http://39.134.65.208/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15 音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15 音乐,http://182.151.211.171:808/hls/15/index.m3u8
CCTV-15 音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV-15 音乐,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-16 奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-16 奥林匹克,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV-16 奥林匹克,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV-16 奥林匹克,http://39.134.66.4/PLTV/88888888/224/3221225893/index.m3u8
CCTV-16 奥林匹克,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV-16 奥林匹克,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV-16 奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-16 奥林匹克,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV-17 农业农村,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV-17 农业农村,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17 农业农村,http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8 
发现之旅,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8
老故事,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8
女性时尚,http://111.20.33.70/PLTV/88888893/224/3221226237/index.m3u8
女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
电视指南,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
卫生健康,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
央视文化精品,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
CGTN-纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8
CGTN-阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN-阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CGTN-西班牙语,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN-西班牙语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN-法语,http://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN-法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
CNC中文,http://39.135.138.60:18890/PLTV/88888888/224/3221225694/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8

📡  卫视,#genre#
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8?fmt=ts2hls
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8?fmt=ts2hls
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
四川卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1&IASHttpSessionId=OTT
兵团卫视,http://111.59.189.40:8445/tsfile/live/0115_1.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏藏语卫视,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8



🇭🇰 港澳台,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0 
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8 
翡翠台,http://113.64.147.53:808/hls/67/index.m3u8 
翡翠台,http://113.64.147.63:808/hls/67/index.m3u8 
翡翠台,http://113.64.147.73:808/hls/67/index.m3u8 
翡翠台,http://113.64.147.116:808/hls/67/index.m3u8 
TVB星河,http://113.64.147.53:808/hls/135/index.m3u8 
TVB星河,http://113.64.147.63:808/hls/135/index.m3u8 
TVB星河,http://113.64.147.73:808/hls/135/index.m3u8 
TVB星河,http://113.64.147.116:808/hls/135/index.m3u8 
tvb影视,http://hms563nc1880172786.live.aikan.miguvideo.com/wh7f454c46tw3279865347_1298155843/PLTV/88888888/224/3221231733/1.m3u8 
功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8  
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/playlist.m3u8 
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8 
Pearl,http://120.84.96.53:808/hls/26/index.m3u8 
Pearl,http://120.84.96.63:808/hls/26/index.m3u8 
Pearl,http://120.84.96.71:808/hls/26/index.m3u8 
Pearl,http://120.84.96.196:808/hls/26/index.m3u8 
Pearl,http://120.84.96.211:808/hls/26/index.m3u8 
Pearl,http://120.84.96.215:808/hls/26/index.m3u8 
Pearl,http://120.84.96.221:808/hls/26/index.m3u8 
Pearl,http://120.84.96.222:808/hls/26/index.m3u8 
财经体育资讯台,http://120.84.96.53:808/hls/86/index.m3u8 
财经体育资讯台,http://120.84.96.55:808/hls/86/index.m3u8 
财经体育资讯台,http://120.84.96.62:808/hls/86/index.m3u8 
财经体育资讯台,http://120.84.96.63:808/hls/86/index.m3u8 
财经体育资讯台,http://120.84.96.71:808/hls/86/index.m3u8 
财经体育资讯台,http://120.84.96.74:808/hls/86/index.m3u8 
J2,http://120.84.96.196:808/hls/86/index.m3u8 
J2,http://120.84.96.211:808/hls/86/index.m3u8 
J2,http://120.84.96.215:808/hls/86/index.m3u8 
J2,http://120.84.96.221:808/hls/86/index.m3u8 
J2,http://120.84.96.222:808/hls/86/index.m3u8 
星空卫视,http://120.84.96.53:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.63:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.71:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.196:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.211:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.215:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.221:808/hls/79/index.m3u8 
星空卫视,http://120.84.96.222:808/hls/79/index.m3u8 
HTV3,https://livecdn.fptplay.net/sdb/htv3_hls.smil/chunklist_b2500000.m3u8
HTV4,https://livecdn.fptplay.net/sdb/htv4_hls.smil/chunklist_b2500000.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8 
澳门Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8 
澳门Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳门Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳门Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8 
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8 
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8 
澳门综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8 
澳门综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8 
澳门综艺,http://61.244.22.4/ch6/_definst_/hd_ch6.live/playlist.m3u8 
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
TVBS新闻台,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8 
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8 
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8 
华视新闻,http://152.69.224.242:9500/jmsytb.m3u8?c=21 
中天新闻,http://60.251.39.247:8504/http/192.168.77.24:8081/hls/78/80/ch63max.m3u8  
中天新闻,http://59.125.122.90:18513/http/192.168.1.9:8081/hls/78/80/ch63max.m3u8 
中天新闻,http://104.192.80.27:9500/live.m3u8?c=2  
中天新闻,http://152.69.224.242:9500/jmsytb.m3u8?c=1 
非凡新闻,http://50.7.220.74:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378 
年代新闻台,http://50.7.220.74:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd 
中视新闻,http://50.7.220.74:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd  
星卫电影台,http://50.7.220.74:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2  
靖天卡通台,http://50.7.220.74:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c 
中天综合,http://50.7.220.74:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2 
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0 
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4 
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
三立戏剧台,http://50.7.220.74:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59 
原住民电视台,https://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8?cuac=guest&cref=https%3A%2F%2Fwww.ipcf.org.tw%2F 
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8 
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8 

🎞  4K专区,#genre#
CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8  
CCTV-4K 超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/1.m3u8 
CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
CCTV-4K 超高清,http://39.135.55.72:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-4K 超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8
CCTV-8K,http://117.148.129.93:80/PLTV/88888888/224/3221233350/1.m3u8 
CCTV-8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233454/index.m3u8  
CCTV-8K,http://117.148.179.148:80/PLTV/88888888/224/3221233350/1.m3u8
CCTV-8K,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8 
纯享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4K,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8 
欢笑剧场4K,http://111.20.33.70/PLTV/88888893/224/3221226582/index.m3u8 
欢笑剧场4K,http://111.20.33.82:80/PLTV/88888893/224/3221226582/index.m3u8?icpid=88888893&from=1&hms_devid=844 
欢笑剧场4K,http://112.17.40.218:80/PLTV/88888888/224/3221230739/1.m3u8 
欢笑剧场4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230739/index.m3u8 
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
HBO2,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
测试,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
4K超高清电影,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/emdy4k_8000.m3u8 
湖南电影,http://124.232.231.246:6610/000000001001/201600020005/index.m3u8?A=&IASHttpSessionId=OTT
苏州4K,http://1972762443.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=TsoAAKTAB9juCfgW&secondToken=secondToken%3Aquo0xZnAeUUm47BcklXb7ffCum8&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1 
